Dates;date;Entreprises;NUMBER_EMPLOYEES_CSR;AUDIT_COMMITTEE_MEETINGS;SAY_PAY_SUPPORT_LEVEL;TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV;TOTAL_EXEC_PAY_AS_PCT_OPEX;TOT_SALARIES_PAID_TO_CEO_&_EQUIV;TOT_SALARIES_&_BNS_PD_TO_EXECS;TOT_N_EQTY_INCENT_GIVEN_TO_EXECS;SAY_PAY_NUMBER_OF_VOTES_FOR;TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D;TOT_OPTION_AWARDS_GIVEN_TO_EXECS;TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP;TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ;PCT_BOD_COMP_PD_IN_STK_AWD;NUM_EXECUTIVE_CHANGES;AVERAGE_BOD_TOTAL_COMPENSATION;ESG_DISCLOSURE_SCORE;CFO_TENURE_AS_OF_FY_END;CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR;CLAWBACK_PROVISION_FOR_EXEC_COMP;GENDER_PAY_GAP_BREAKOUT;BLANK_CHECK_PREFERRED_AUTHORIZED;SP 500;yearly_return
2013-12-31;2013-12-31;SU FP Equity;163033.0;8.0;;;0.085;934028.0;3658428.0;;;0.1056;;0.0805;;;1.0;82857.1429;62.3967;0.75;1.0;0.0;;;29.6;19.43429
2014-12-31;2014-12-31;SU FP Equity;185965.0;5.0;;0.0;0.0744;950000.0;3638272.0;;;0.0867;;0.0774;;2.306;0.0;84501.0;59.9174;1.75;1.0;0.0;;;11.39;-1.772035
2015-12-31;2015-12-31;SU FP Equity;181361.0;5.0;;0.0;0.103;950000.0;7052000.0;;;0.1174;;0.1133;;2.306;0.0;133213.6875;59.0909;2.75;1.0;0.0;0.0;;-0.73;-10.79062
2016-12-31;2016-12-31;SU FP Equity;161768.0;5.0;91.876;2829694.0;0.1508;950000.0;3935960.0;;359.203;0.186;;0.1537;;2.306;0.0;136151.8235;61.9835;3.75;1.0;0.0;0.0;;9.54;30.46461
2017-12-31;2017-12-31;SU FP Equity;153124.0;5.0;88.676;13089.0;0.1777;950000.0;4359160.0;;365.436;0.2188;;0.1798;;2.306;0.0;120017.0;61.9835;4.75;1.0;0.0;0.0;;19.42;10.2725
2018-12-31;2018-12-31;SU FP Equity;152058.0;5.0;86.522;3289026.0;0.1596;1000000.0;3726493.5979;;333.086;0.1984;;0.1689;;2.306;0.0;124751.5625;63.2231;5.75;1.0;0.0;1.0;;-6.24;-13.19369
2019-12-31;2019-12-31;SU FP Equity;146406.0;5.0;89.238;5501056.0;0.1992;1000000.0;4295580.0;;360.83;0.2449;;0.1993;;2.306;0.0;121017.6429;59.0909;6.75;1.0;0.0;1.0;;28.88;57.98648
2005-12-31;2005-12-31;PHIA NA Equity;;;;;;;;;;;;;;;;;;;;;;;-30.3;37.13755
2006-12-31;2006-12-31;PHIA NA Equity;;;;;;;;;;;;;;;;;;;;;;;13.62;10.55515
2007-12-31;2007-12-31;PHIA NA Equity;123801.0;10.0;;;;1087500.0;7153617.0;;;;;;;;1.0;;;2.5833;;;;;3.53;5.493585
2008-12-31;2008-12-31;PHIA NA Equity;121398.0;9.0;;324346.0;;1100000.0;5848904.0;;;;1802470.0;;;;2.0;77386.3636;37.6033;3.5833;;;;;-38.49;-51.7885
2009-12-31;2009-12-31;PHIA NA Equity;115924.0;4.0;;329117.0;;1100000.0;5160720.0;;;;1637948.0;;;;0.0;72318.1818;49.5868;4.5833;;;;;23.45;59.09337
2010-12-31;2010-12-31;PHIA NA Equity;119001.0;5.0;;321778.0;;1100000.0;7173549.0;0.0;;;1500079.0;;0.0;0.0;2.0;86333.3333;55.7851;5.5833;;;;;12.78;14.06566
2011-12-31;2011-12-31;PHIA NA Equity;121888.0;5.0;;145388.0;;1100000.0;4455495.0;0.0;;;1839376.0;;0.0;0.0;7.0;88250.0;64.876;0.8333;0.0;1.0;;1.0;-30.0;-26.58358
2012-12-31;2012-12-31;PHIA NA Equity;118087.0;5.0;;47154.0;0.1089;1100000.0;5070993.0;0.0;;0.1383;346285.0;0.1403;0.0;0.0;1.0;88833.3333;64.4628;1.8333;0.0;1.0;;1.0;13.41;28.65966
2013-12-31;2013-12-31;PHIA NA Equity;116681.0;4.0;;75906.0;0.1909;1100000.0;4515978.0;0.0;;0.2442;1121522.0;0.2497;0.0;0.0;3.0;93375.0;50.8264;2.8333;0.0;1.0;;1.0;29.6;38.83991
2014-12-31;2014-12-31;PHIA NA Equity;113678.0;4.0;;86554.0;0.083;1137500.0;2389030.0;0.0;;0.1051;170258.0;0.1063;0.0;0.0;0.0;90740.8889;53.71899999999999;2.8333;1.0;1.0;0.0;1.0;11.39;-6.144102
2015-12-31;2015-12-31;PHIA NA Equity;112959.0;5.0;;78035.0;0.1;1168750.0;2993282.0;0.0;;0.1308;29758.0;0.1179;0.0;0.0;0.0;122875.0;54.5455;2.8333;1.0;1.0;0.0;1.0;-0.73;0.7071093
2016-12-31;2016-12-31;PHIA NA Equity;114731.0;6.0;;126703.0;0.1518;1197500.0;5064044.0;0.0;;0.2044;29758.0;0.186;0.0;0.0;1.0;135904.8571;53.71899999999999;1.0833;1.0;1.0;0.0;1.0;9.54;27.45391
2017-12-31;2017-12-31;PHIA NA Equity;73951.0;5.0;;84053.0;0.1259;1205000.0;3876893.0;0.0;;0.1699;29758.0;0.1474;0.0;0.0;0.0;135785.7143;57.0248;2.0833;1.0;1.0;0.0;1.0;19.42;11.45944
2018-12-31;2018-12-31;PHIA NA Equity;77400.0;5.0;;39042.0;0.168;1205000.0;5668897.0;923214.0;;0.2252;29758.0;0.1996;537181.0;0.0;0.0;120930.5556;59.0909;3.0833;1.0;1.0;0.0;1.0;-6.24;0.2896656
2019-12-31;2019-12-31;PHIA NA Equity;80495.0;5.0;;52713.0;0.1473;1295000.0;5541283.0;960076.0;;0.1978;29758.0;0.1725;559052.0;0.0;0.0;150761.8571;58.6777;4.0833;1.0;1.0;0.0;1.0;28.88;44.05025
2005-12-31;2005-12-31;DAI GR Equity;;;;;;;;;;;;;;;;;;;;;;;-30.3;27.92307
2006-12-31;2006-12-31;DAI GR Equity;360385.0;8.0;;;;;;;;;;;;;;;51.2397;;;;;0.0;13.62;12.49562
2007-12-31;2007-12-31;DAI GR Equity;272382.0;8.0;;;0.204;1500000.0;19017000.0;;;0.251;;0.169;;;5.0;103653.25;57.0248;3.083;;;;0.0;3.53;44.30014
2008-12-31;2008-12-31;DAI GR Equity;273216.0;6.0;;;0.14;1530000.0;6317890.0;;;0.174;;0.144;;;1.0;127726.381;61.9835;4.083;;;;0.0;-38.49;-58.09681
2009-12-31;2009-12-31;DAI GR Equity;256407.0;7.0;;;0.099;1530000.0;5282000.0;;;0.14;;0.101;;;2.0;123738.19;65.2893;5.083;;;;0.0;23.45;42.87405
2010-12-31;2010-12-31;DAI GR Equity;260100.0;7.0;;;0.201;1530000.0;17831000.0;;;0.285;;0.201;;;1.0;127341.571;67.3554;6.082999999999999;;;;0.0;12.78;36.26108
2011-12-31;2011-12-31;DAI GR Equity;271370.0;7.0;;;0.214;2008000.0;19282000.0;;;0.31;;0.224;;;1.0;141199.714;72.314;7.082999999999999;0.0;0.0;;0.0;-30.0;-30.66151
2012-12-31;2012-12-31;DAI GR Equity;275087.0;6.0;;;0.185;2008000.0;15834000.0;;;0.264;;0.195;;;1.0;141562.571;66.5289;8.083;0.0;0.0;;0.0;13.41;28.10037
2013-12-31;2013-12-31;DAI GR Equity;274616.0;6.0;;;0.213;2008000.0;13882000.0;;;0.301;;0.214;;;2.0;119093.36;66.5289;9.083;0.0;0.0;;0.0;29.6;60.3571
2014-12-31;2014-12-31;DAI GR Equity;279972.0;6.0;;;0.184;2008000.0;13412000.0;;;0.255;;0.193;;;2.0;148454.792;63.2231;10.083;0.0;0.0;0.0;0.0;11.39;13.34521
2015-12-31;2015-12-31;DAI GR Equity;284015.0;6.0;;148000.0;0.173;2008000.0;11500000.0;;;0.253;;0.172;;;1.0;167547.19;58.6777;11.083;0.0;0.0;0.0;0.0;-0.73;15.62236
2016-12-31;2016-12-31;DAI GR Equity;282488.0;6.0;;618000.0;0.153;2008000.0;15335000.0;;;0.233;;0.161;;;2.0;168007.952;58.6777;12.083;0.0;0.0;0.0;0.0;9.54;-3.862875
2017-12-31;2017-12-31;DAI GR Equity;290000.0;6.0;;167000.0;0.14;2008000.0;15566000.0;;;0.222;;0.15;;0.0;4.0;200399.896;57.8512;13.083;0.0;0.0;0.0;0.0;19.42;4.788683
2018-12-31;2018-12-31;DAI GR Equity;298000.0;6.0;97.868;195000.0;0.142;2048000.0;16012000.0;;549.9540000000001;0.222;;0.159;;0.0;0.0;183520.957;57.8512;14.083;0.0;0.0;0.0;0.0;-6.24;-31.51857
2019-12-31;2019-12-31;DAI GR Equity;298655.0;6.0;97.868;155000.0;0.129;2144000.0;15659000.0;;549.9540000000001;0.197;;0.158;;0.0;5.0;232100.8;57.8512;0.667;0.0;0.0;0.0;0.0;28.88;14.88805
2005-12-31;2005-12-31;INGA NA Equity;;;;;;;;;;;;;;;;;;;;;;;-30.3;38.33494
2006-12-31;2006-12-31;INGA NA Equity;119801.0;;;;;;;;;;;;;;;;;;;;;;13.62;19.07013
2007-12-31;2007-12-31;INGA NA Equity;124634.0;;;;0.031;1923000.0;14527000.0;;;;;0.2411;;;2.0;51769.2308;;1.9167;;;;;3.53;-16.90496
2008-12-31;2008-12-31;INGA NA Equity;124661.0;5.0;;;0.014;2018000.0;6173000.0;;;;;0.1036;;;0.0;65733.3333;49.1228;2.9167;;;;;-38.49;-70.69017
2009-12-31;2009-12-31;INGA NA Equity;107173.0;7.0;;;0.0273;1572000.0;3926000.0;;;;;0.0571;;;6.0;66352.9412;51.7544;0.75;;;;;23.45;22.58939
2010-12-31;2010-12-31;INGA NA Equity;107106.0;5.0;;;0.0273;1353000.0;3821000.0;;;;;0.0571;;;0.0;72142.8571;56.1404;1.75;;;;;12.78;5.507246
2011-12-31;2011-12-31;INGA NA Equity;104419.0;5.0;;;0.0273;1353000.0;2666000.0;;;;;0.0571;;;1.0;68916.6667;57.8947;2.75;0.0;1.0;;;-30.0;-23.62637
2012-12-31;2012-12-31;INGA NA Equity;84718.0;5.0;;;0.0273;1353000.0;2572000.0;;;;;0.0571;;;1.0;67166.6667;49.1228;3.75;0.0;1.0;;;13.41;26.9964
2013-12-31;2013-12-31;INGA NA Equity;55194.0;5.0;;29000.0;0.0463;1809000.0;3309000.0;;;;;0.0831;;;2.0;61533.3333;53.0702;4.75;0.0;1.0;;;29.6;43.03923
2014-12-31;2014-12-31;INGA NA Equity;55192.0;5.0;98.82700000000001;45000.0;0.0472;1270000.0;2814000.0;;3805.24;;;0.0837;;;0.0;86571.4286;51.7544;5.75;0.0;1.0;;;11.39;7.227723
2015-12-31;2015-12-31;INGA NA Equity;54873.0;5.0;99.53;473000.0;0.0706;1630000.0;4625000.0;;3845.66;;;0.1323;;;0.0;93857.1429;53.0702;6.75;0.0;1.0;0.0;;-0.73;17.82372
2016-12-31;2016-12-31;INGA NA Equity;54737.0;6.0;99.53;553000.0;0.0649;1663000.0;4821000.0;;3845.66;;;0.1367;;;0.0;120875.0;54.386;7.75;0.0;1.0;0.0;;9.54;13.98781
2017-12-31;2017-12-31;INGA NA Equity;54302.0;5.0;99.53;624000.0;0.0767;1713000.0;4964000.0;;3845.66;;;0.145;;0.0;4.0;108375.0;55.7018;0.6667;0.0;1.0;0.0;;19.42;19.55866
2018-12-31;2018-12-31;INGA NA Equity;54804.0;5.0;99.53;561000.0;0.0616;1750000.0;4157200.0;;3845.66;;;0.1215;;0.0;0.0;102555.5556;58.3333;1.6667;1.0;1.0;0.0;;-6.24;-35.5064
2019-12-31;2019-12-31;INGA NA Equity;56196.0;5.0;93.425;561000.0;0.0474;1750000.0;3784700.0;;2143.97;;;0.0853;;0.0;1.0;119166.6667;57.0175;0.9167;1.0;1.0;0.0;;28.88;21.19165
2005-12-31;2005-12-31;RI FP Equity;17602.0;6.0;;;;;;;;;;;;;;;46.6942;;0.0;0.0;;;-30.3;34.16022
2006-12-31;2006-12-31;RI FP Equity;17684.0;7.0;;;;;;;;;;;;;;;49.1736;;1.0;0.0;;;13.62;19.93867
2007-12-31;2007-12-31;RI FP Equity;17625.0;6.0;;;0.2391;1055000.0;4144070.0;;;;;0.6839;;;0.0;207718.7273;50.8264;;1.0;0.0;;;3.53;10.79485
2008-12-31;2008-12-31;RI FP Equity;18975.0;5.0;;;0.267;1100000.0;4213451.0;;;;;0.802;;;0.0;59604.0;50.8264;;1.0;0.0;;;-38.49;-31.3292
2009-12-31;2009-12-31;RI FP Equity;18177.0;4.0;;;0.2302;1366139.0;4039590.0;;;;;0.7179;;;2.0;49446.4286;54.5455;;1.0;0.0;;;23.45;23.67851
2010-12-31;2010-12-31;RI FP Equity;17926.0;4.0;;;0.1437;970000.0;2730279.0;;;;;0.4602;;;0.0;42528.0;56.6116;;0.0;0.0;0.0;;12.78;19.97762
2011-12-31;2011-12-31;RI FP Equity;18308.0;4.0;;;0.1555;1000000.0;3071867.0;;;;;0.3944;;;0.0;56840.3333;57.8512;;0.0;0.0;0.0;;-30.0;4.052395
2012-12-31;2012-12-31;RI FP Equity;18608.0;4.0;;;0.1484;1035000.0;3542434.0;;;;;0.3849;;;0.0;58804.4615;57.8512;;0.0;0.0;0.0;;13.41;24.33176
2013-12-31;2013-12-31;RI FP Equity;18596.0;4.0;;;0.1409;1100000.0;3420698.0;;;;;0.3646;;;2.0;54961.6154;58.6777;;0.0;0.0;0.0;;29.6;-3.504194
2014-12-31;2014-12-31;RI FP Equity;18421.0;4.0;;;0.1349;1127500.0;3210591.0;;;;;0.3539;;;0.0;64458.3333;59.5041;;0.0;0.0;0.0;;11.39;13.46144
2015-12-31;2015-12-31;RI FP Equity;18237.0;5.0;;6873.0;0.1002;1532696.0;3337893.0;;;;;0.2917;;;2.0;56201.3333;57.438;;0.0;0.0;0.0;;-0.73;16.00283
2016-12-31;2016-12-31;RI FP Equity;18442.0;4.0;;3260.0;0.0621;950000.0;1833649.0;;;;;0.1553;;;0.0;64724.3846;62.8099;;0.0;0.0;1.0;;9.54;-0.250005
2017-12-31;2017-12-31;RI FP Equity;18914.0;4.0;;4110.0;0.0599;950000.0;1863900.0;;;;;0.1575;;0.0;0.0;63823.6923;64.0496;;0.0;0.0;1.0;;19.42;30.28929
2018-12-31;2018-12-31;RI FP Equity;19140.0;4.0;;6355.0;0.0868;950000.0;2193075.0;0.0;;;0.0;0.1939;0.0;0.0;0.0;72708.3333;58.2645;;0.0;0.0;1.0;;-6.24;10.45006
2019-12-31;2019-12-31;RI FP Equity;18776.0;4.0;;7417.0;0.0903;1100000.0;2634155.0;0.0;;;0.0;0.216;0.0;0.0;0.0;75241.0;56.6116;;0.0;0.0;1.0;;28.88;13.36217
2005-12-31;2005-12-31;SIE GR Equity;427000.0;;;;;;;;;;;;;;;;47.5207;;;;;;-30.3;18.42954
2006-12-31;2006-12-31;SIE GR Equity;398200.0;7.0;;;;;;;;;;;;;;;48.3471;;;;;;13.62;6.204429
2007-12-31;2007-12-31;SIE GR Equity;427000.0;8.0;;6774.0;0.223;2199320.0;20682204.0;;;0.286;;0.154;;;5.0;142382.318;50.8264;1.417;;;;;3.53;46.13729
2008-12-31;2008-12-31;SIE GR Equity;405000.0;6.0;;1300774.0;0.178;1980000.0;13850307.0;;;0.222;;0.132;;;11.0;135366.684;53.3058;2.417;;;;;-38.49;-50.49792
2009-12-31;2009-12-31;SIE GR Equity;405100.0;6.0;;86470.0;0.146;1980000.0;15644392.0;;;0.195;;0.091;;;3.0;135976.19;50.4132;3.417;;;;;23.45;26.08443
2010-12-31;2010-12-31;SIE GR Equity;360000.0;8.0;;77732.0;0.276;2175000.0;20797310.0;;;0.363;;0.186;;2.365;3.0;190898.5;52.4793;4.417;1.0;0.0;;;12.78;47.82541
2011-12-31;2011-12-31;SIE GR Equity;370000.0;8.0;;29594.0;0.343;2000000.0;16491270.0;;;0.469;;0.215;;2.365;5.0;219166.65;51.2397;5.417000000000001;1.0;0.0;;;-30.0;-17.95791
2012-12-31;2012-12-31;SIE GR Equity;367000.0;6.0;;30720.0;0.296;2000000.0;15394345.0;;;0.406;;0.186;;2.365;0.0;211772.476;52.8926;6.417000000000001;1.0;0.0;;;13.41;15.68182
2013-12-31;2013-12-31;SIE GR Equity;357000.0;6.0;;30720.0;0.318;2780417.0;15259245.0;;;0.391;;0.193;;2.365;5.0;184205.292;52.0661;0.083;1.0;0.0;;;29.6;29.27907
2014-12-31;2014-12-31;SIE GR Equity;348000.0;6.0;;95184.0;0.271;1845000.0;12349466.0;;;0.336;;0.162;;2.365;5.0;233326.909;51.2397;1.083;1.0;0.0;0.0;;11.39;-2.572597
2015-12-31;2015-12-31;SIE GR Equity;351000.0;6.0;;102000.0;0.198;1878000.0;15782000.0;;;0.273;;0.119;;2.365;3.0;243332.4;49.1736;2.083;1.0;0.0;0.0;;-0.73;-0.7576197
2016-12-31;2016-12-31;SIE GR Equity;372000.0;6.0;;102000.0;0.203;2034000.0;16476000.0;;;0.282;;0.121;;2.365;0.0;257545.25;51.6529;3.083;1.0;0.0;0.0;;9.54;35.16637
2017-12-31;2017-12-31;SIE GR Equity;379000.0;6.0;;104000.0;0.243;2130000.0;18000000.0;;;0.341;;0.149;;2.365;4.0;258829.8;55.3719;4.083;1.0;1.0;0.0;;19.42;2.446518
2018-12-31;2018-12-31;SIE GR Equity;385000.0;6.0;;115000.0;0.22;2162000.0;19444000.0;;;0.311;;0.138;;2.365;0.0;205987.231;56.6116;5.083;1.0;1.0;0.0;;-6.24;-13.49878
2019-12-31;2019-12-31;SIE GR Equity;385000.0;6.0;;114000.0;0.216;2205000.0;19838000.0;;;0.305;;0.135;;2.365;2.0;245029.095;56.6116;6.082999999999999;1.0;1.0;0.0;;28.88;24.41019
2005-12-31;2005-12-31;KNEBV FH Equity;;;;;;;;;;;;;;;;;;;;;;;-30.3;
2006-12-31;2006-12-31;KNEBV FH Equity;;;;;;;;;;;;;;;;;;;;;;;13.62;31.75504
2007-12-31;2007-12-31;KNEBV FH Equity;32544.0;3.0;;;0.0499;749700.0;749700.0;;;0.0511;;;;;0.0;95214.2857;20.2479;;;;;;3.53;14.24848
2008-12-31;2008-12-31;KNEBV FH Equity;34831.0;3.0;;;0.0537;754700.0;754700.0;;;0.0553;;;;;0.0;115166.6667;41.7355;;;;;;-38.49;-33.39939
2009-12-31;2009-12-31;KNEBV FH Equity;33988.0;3.0;;;0.0501;755700.0;755700.0;;;0.0516;;0.0671;;;0.0;75550.0;43.8017;;;;;;23.45;100.6574
2010-12-31;2010-12-31;KNEBV FH Equity;33755.0;3.0;;;0.0453;755700.0;755700.0;;;0.0468;;0.0612;;;0.0;137972.7273;46.6942;;;;;;12.78;44.82491
2011-12-31;2011-12-31;KNEBV FH Equity;37542.0;3.0;;;0.0481;758200.0;758200.0;;;0.05;;0.0672;;;0.0;97312.5;47.9339;;0.0;0.0;;;-30.0;-1.386409
2012-12-31;2012-12-31;KNEBV FH Equity;39851.0;3.0;;;0.0414;758700.0;758700.0;;;0.043;;0.052;;;0.0;88411.1111;50.4132;;0.0;0.0;;;13.41;47.72931
2013-12-31;2013-12-31;KNEBV FH Equity;43298.0;3.0;;;0.0385;758700.0;758700.0;;;0.04;;0.0508;;;0.0;87400.0;53.71899999999999;;0.0;0.0;;;29.6;23.33769
2014-12-31;2014-12-31;KNEBV FH Equity;47064.0;3.0;;;0.0102;771500.0;771500.0;;;0.0106;;0.0132;;;2.0;90988.8889;53.3058;5.6667;0.0;0.0;;;11.39;19.11661
2015-12-31;2015-12-31;KNEBV FH Equity;49734.0;3.0;;;0.0265;750000.0;750000.0;;;0.0275;;0.034;;;0.0;93555.5556;52.0661;5.6667;0.0;0.0;;;-0.73;6.665789
2016-12-31;2016-12-31;KNEBV FH Equity;52152.0;3.0;;;0.0244;750000.0;750000.0;;;0.0254;;0.0315;;;0.0;107537.5;55.3719;5.6667;0.0;0.0;0.0;;9.54;12.47065
2017-12-31;2017-12-31;KNEBV FH Equity;55075.0;3.0;;;0.1302;750000.0;750000.0;;;0.1363;;0.1689;;;0.0;111875.0;55.3719;5.6667;0.0;0.0;0.0;;19.42;9.214315
2018-12-31;2018-12-31;KNEBV FH Equity;57359.0;3.0;;;0.0384;750000.0;1201500.0;;;0.0402;;0.1689;;;0.0;152262.5;54.1322;5.6667;0.0;0.0;0.0;;-6.24;-3.440595
2019-12-31;2019-12-31;KNEBV FH Equity;59825.0;3.0;;;0.0208;750000.0;750000.0;;;0.0217;;0.1689;;;0.0;114262.5;56.1983;5.6667;0.0;0.0;0.0;;28.88;45.32222
2005-12-31;2005-12-31;AI FP Equity;35900.0;;;;;;;;;;;;;;;;19.4215;;;;;;-30.3;22.51792
2006-12-31;2006-12-31;AI FP Equity;36900.0;3.0;;;;;;;;;;;;;;;43.3884;;;;;;13.62;24.6148
2007-12-31;2007-12-31;AI FP Equity;40300.0;4.0;;;0.0645;1009000.0;4466000.0;;;;;0.3165;;;1.0;47200.0;46.6942;;;;;;3.53;15.75775
2008-12-31;2008-12-31;AI FP Equity;43000.0;4.0;;;0.0574;1014000.0;4303000.0;;;0.0582;;0.2939;;;0.0;47333.3333;48.7603;;;;;;-38.49;-27.58952
2009-12-31;2009-12-31;AI FP Equity;42300.0;4.0;;;0.0687;1024000.0;4942000.0;;;0.0698;;0.3156;;;1.0;50454.5455;45.8678;;;;;;23.45;31.48563
2010-12-31;2010-12-31;AI FP Equity;43600.0;4.0;;;0.0395;1097000.0;3366000.0;;;0.0401;;0.1892;;;0.0;58181.8182;45.8678;;1.0;0.0;;;12.78;24.76531
2011-12-31;2011-12-31;AI FP Equity;46200.0;4.0;;;0.0455;1060000.0;3990000.0;;;0.0465;;0.2254;;;0.0;54666.6667;47.5207;;1.0;0.0;;;-30.0;3.47064
2012-12-31;2012-12-31;AI FP Equity;49500.0;4.0;;;0.0406;1080000.0;4057500.0;;;0.0414;;0.1964;;;1.0;60500.0;52.0661;;1.0;0.0;;;13.41;12.25558
2013-12-31;2013-12-31;AI FP Equity;50250.0;4.0;;9000.0;0.0436;1100000.0;4114800.0;;;0.0445;;0.2066;;;0.0;61700.0;54.5455;;1.0;0.0;;;29.6;10.97275
2014-12-31;2014-12-31;AI FP Equity;50300.0;4.0;;9000.0;0.0427;1100000.0;3903600.0;;;0.0434;;0.2091;;;0.0;70300.0;50.0;;1.0;0.0;0.0;;11.39;12.71242
2015-12-31;2015-12-31;AI FP Equity;51500.0;6.0;;9000.0;0.0378;1100000.0;4239450.0;;;0.0383;;0.1711;;;0.0;71000.0;56.1983;;1.0;0.0;0.0;;-0.73;2.993207
2016-12-31;2016-12-31;AI FP Equity;66700.0;4.0;;10000.0;0.0327;1175000.0;4235000.0;;;0.0331;;0.1362;;;0.0;78555.5556;57.0248;;1.0;0.0;0.0;;9.54;7.538914
2017-12-31;2017-12-31;AI FP Equity;65200.0;4.0;;10000.0;0.0234;1275000.0;3418000.0;;;0.0236;;0.0991;;0.0;0.0;72597.5401;57.0248;;1.0;0.0;0.0;;19.42;11.91663
2018-12-31;2018-12-31;AI FP Equity;66000.0;4.0;;10000.0;0.0217;1325000.0;3276000.0;;;0.022;;0.0936;;0.0;0.0;82298.9336;57.8512;;1.0;0.0;0.0;;-6.24;5.789768
2019-12-31;2019-12-31;AI FP Equity;67200.0;4.0;;10.0;0.0;1325.0;3331.0;;;0.022;;0.0001;;0.0;0.0;79619.6915;55.7851;;1.0;0.0;0.0;;28.88;31.00157
2005-12-31;2005-12-31;ENGI FP Equity;52958.0;;;;;;;;;;;;;;;;21.4876;;;;0.0;;-30.3;
2006-12-31;2006-12-31;ENGI FP Equity;50244.0;;;;;;;;;;;;;;;;22.7273;;;;0.0;;13.62;44.42533
2007-12-31;2007-12-31;ENGI FP Equity;47560.0;12.0;;;0.0046;327048.0;1264345.0;;;0.0046;;0.0243;;;0.0;;42.562;;;;0.0;;3.53;18.15343
2008-12-31;2008-12-31;ENGI FP Equity;200000.0;6.0;;;0.0107;1902669.0;4468442.0;;;0.0107;;0.0679;;;2.0;;48.3471;;;;0.0;;-38.49;-6.890274
2009-12-31;2009-12-31;ENGI FP Equity;200644.0;10.0;;;0.0105;1403227.0;5403088.0;;;0.0105;;0.0663;;;0.0;;49.5868;;;;0.0;;23.45;-7.262519
2010-12-31;2010-12-31;ENGI FP Equity;218350.0;10.0;;;0.0093;1405469.0;5346354.0;;;0.0094;;0.0603;;;0.0;;50.8264;;;;0.0;;12.78;-6.347366
2011-12-31;2011-12-31;ENGI FP Equity;218900.0;9.0;;;0.0083;1405469.0;4932619.0;;;0.0083;;0.0538;;;0.0;67584.4167;54.1322;;0.0;0.0;0.0;;-30.0;-16.01532
2012-12-31;2012-12-31;ENGI FP Equity;219330.0;11.0;;;0.0068;1405079.0;4846107.0;;;0.0068;;0.0471;;;0.0;55609.7143;54.1322;;0.0;0.0;0.0;;13.41;-20.00056
2013-12-31;2013-12-31;ENGI FP Equity;147199.0;10.0;;4533.0;0.0067;1400000.0;4840000.0;;;0.0067;;0.0554;;;0.0;72641.6667;53.3058;;0.0;0.0;0.0;;29.6;19.68999
2014-12-31;2014-12-31;ENGI FP Equity;152882.0;13.0;;4533.0;0.0067;1400000.0;3525032.0;;;0.0067;;0.048;;;1.0;82071.8889;52.0661;;0.0;0.0;0.0;;11.39;21.10706
2015-12-31;2015-12-31;ENGI FP Equity;154935.0;7.0;;4533.0;0.005;1400000.0;3369830.0;;;0.005;;0.0369;;;0.0;70729.9167;52.8926;;0.0;0.0;0.0;;-0.73;-10.73355
2016-12-31;2016-12-31;ENGI FP Equity;153090.0;8.0;;8109.0;0.0045;1443817.0;2242160.0;;;0.0045;;0.029;;;2.0;63974.2308;56.6116;;0.0;0.0;0.0;;9.54;-20.00647
2017-12-31;2017-12-31;ENGI FP Equity;155128.0;10.0;95.382;6012.0;0.004;1000000.0;1661187.0;0.0;1983.66;0.004;0.0;0.0233;0.0;0.0;0.0;75597.2069;55.3719;;0.0;0.0;0.0;;19.42;25.55499
2018-12-31;2018-12-31;ENGI FP Equity;160301.0;11.0;98.365;6012.0;0.0046;1000000.0;1754530.0;0.0;9.793;0.0046;0.0;0.0244;0.0;0.0;0.0;93758.5252;56.6116;;0.0;0.0;0.0;;-6.24;-7.764554
2019-12-31;2019-12-31;ENGI FP Equity;171103.0;7.0;95.775;6012.0;0.0039;1000000.0;1641760.0;0.0;2225.39;0.0039;0.0;0.0201;0.0;0.0;0.0;103977.2308;55.7851;;0.0;0.0;0.0;;28.88;21.68822
